shingle,notice_id
074 and 61,N005459
staging 79 157,N005459
rs 309 65,N005459
67 718 mt,N005459
56 435 of,N005459
number road 31803,N005459
50 980 cum,N005459
windows 62 108,N005459
and 56 435,N005459
79 157 sqm,N005459
gandak road 31803,N005459
rs 107 82,N005459
spoil 36 279,N005459
section 12 433,N005459
chainage 31 927,N005459
panel 67 718,N005459
91 281 quintal,N005459
62 761 each,N005459
1786 91 281,N005459
surfaces 64 421,N005459
the gandak road,N005459
and 61 047,N005459
61 047 of,N005459
3 02 lakh,N005459
years rs 309,N005459
30 043 mt,N005459
development corporation balrampur,N005459
17990 procuring entity,N005467
zill 2025 17990,N005467
2025 17990 procuring,N005467
18 246 cum,N005467
mail venkatesan navsari,N005467
4 407 and,N005467
navsari ward 23,N005467
chainage 4 407,N005467
37 615 experience,N005467
and 60 817,N005467
631797 electronic mail,N005467
59 56 414,N005467
telephone 08795 631797,N005467
signs 18 246,N005467
08795 631797 electronic,N005467
and 45 291,N005467
78 098 sqm,N005467
6 155 sqm,N005467
3 43 00,N005467
class 78 098,N005467
53 022 rmt,N005467
3 32 37,N005467
53 539 cum,N005467
beads 6 155,N005467
venkatesan navsari zilla,N005467
2 59 56,N005467
transformer 53 022,N005467
navsari telephone 08795,N005467
165 and 60,N005467
45 291 of,N005467
wiring 53 539,N005467
32 37 615,N005467
60 817 of,N005467
56 414 bid,N005467
navsari zilla gov,N005467
chainage 19 321,N005467
19 321 and,N005467
413 and 49,N005467
parishad navsari telephone,N005467
9 413 and,N005467
chainage 9 413,N005467
girish venkatesan zilla,N005467
and 49 731,N005467
321 and 87,N005467
49 731 of,N005467
615 experience of,N005467
8 165 and,N005467
parishad navsari district,N005467
zilla parishad navsari,N005467
and 87 349,N005467
407 and 45,N005467
414 bid validity,N005467
6 86 000,N005467
chainage 8 165,N005467
87 349 of,N005467
rs 6 86,N005467
rs 416 per,N005467
at rs 416,N005467
engineer girish venkatesan,N005467
ward 23 name,N005467
23 name of,N005467
drains in navsari,N005467
in navsari ward,N005467
foundation 60 718,N005475
pit 58 412,N005475
chainage 23 705,N005475
35 270 cr,N005475
inr 35 270,N005475
telephone 03767 331142,N005475
and 47 147,N005475
windows 44 201,N005475
65 574 of,N005475
transformer 92 555,N005475
03767 331142 electronic,N005475
331142 electronic mail,N005475
40 641 rmt,N005475
surfaces 82 680,N005475
class 72 354,N005475
82 877 of,N005475
12 811 each,N005475
5 243 mt,N005475
inr 27 757,N005475
15 686 litre,N005475
signs 78 525,N005475
inr 62 193,N005475
10 645 and,N005475
79 125 quintal,N005475
44 201 mt,N005475
glass beads 579,N005475
193 cr experience,N005475
foundation 4 532,N005475
bitumen 27 058,N005475
78 525 rmt,N005475
cooch telephone 03767,N005475
wiring 20 911,N005475
and 65 574,N005475
82 680 sqm,N005475
and 82 877,N005475
trenching 8 136,N005475
4 532 mt,N005475
20 911 rmt,N005475
2024 25 064098,N005475
beads 579 litre,N005475
92 555 quintal,N005475
75 713 each,N005475
material 13 415,N005475
chainage 10 645,N005475
panel 65 664,N005475
15 965 and,N005475
23 705 and,N005475
60 718 each,N005475
mm 37 942,N005475
47 147 of,N005475
064098 procuring entity,N005475
44 364 of,N005475
58 412 sqm,N005475
13 415 cum,N005475
8 136 quintal,N005475
62 193 cr,N005475
finisher 40 641,N005475
72 354 mt,N005475
and 44 364,N005475
25 064098 procuring,N005475
27 757 cr,N005475
staging 79 125,N005475
2 970 each,N005475
705 and 47,N005475
thoothukudi telephone 05091,N005483
tn 054773 2024,N005483
40 520 each,N005483
1 76 12,N005483
65 284 each,N005483
5 706 and,N005483
57 318 rmt,N005483
43 701 of,N005483
mukhopadhyay thoothukudi road,N005483
68 053 of,N005483
51 10 616,N005483
373 and 43,N005483
990 and 68,N005483
54 712 of,N005483
surfaces 48 473,N005483
beads 59 542,N005483
27 388 sqm,N005483
number tn 054773,N005483
76 12 037,N005483
and 43 701,N005483
panel 5 790,N005483
meenakshi mukhopadhyay road,N005483
and 54 712,N005483
material 40 520,N005483
thoothukudi tn 054773,N005483
and 43 250,N005483
mail mukhopadhyay thoothukudi,N005483
transformer 27 388,N005483
3 51 10,N005483
054773 2024 procuring,N005483
616 only experience,N005483
054773 2024 name,N005483
037 only bid,N005483
and 68 053,N005483
12 037 only,N005483
16 465 each,N005483
foundation 16 465,N005483
229698 electronic mail,N005483
1786 57 318,N005483
pit 65 284,N005483
765 and 68,N005483
326 and 75,N005483
5 790 sqm,N005483
5 230 quintal,N005483
43 250 of,N005483
2 52 30,N005483
10 616 only,N005483
0 765 and,N005483
chainage 5 706,N005483
windows 5 230,N005483
telephone 05091 229698,N005483
chainage 7 027,N005483
59 542 each,N005483
chainage 0 765,N005483
7 027 and,N005483
05091 229698 electronic,N005483
20 502 and,N005483
502 and 54,N005483
rupees 3 51,N005483
31 373 and,N005483
and 75 173,N005483
48 473 sqm,N005483
75 173 of,N005483
chainage 20 502,N005483
12 115 cr,N005491
2025 26 026248,N005491
26 026248 procuring,N005491
inr 12 115,N005491
inr 5 976,N005491
5 976 cr,N005491
026248 procuring entity,N005491
surfaces 21 457,N005491
chainage 17 557,N005491
0 855 and,N005491
and 80 371,N005491
80 371 of,N005491
500714 electronic mail,N005491
hardoi telephone 01469,N005491
mm 39 306,N005491
48 556 mt,N005491
52 706 rmt,N005491
windows 72 296,N005491
staging 66 428,N005491
568 and 55,N005491
855 and 79,N005491
17 557 and,N005491
and 55 684,N005491
39 306 mt,N005491
section 19 721,N005491
5 769 cum,N005491
panel 52 706,N005491
chainage 0 855,N005491
01469 500714 electronic,N005491
20 401 litre,N005491
material 86 618,N005491
transformer 34 020,N005491
057 cr bid,N005491
thick 20 401,N005491
34 020 each,N005491
93 994 rmt,N005491
36 940 litre,N005491
84 020 cum,N005491
pit 36 940,N005491
19 721 mt,N005491
3 057 cr,N005491
structures 93 994,N005491
jointing 5 769,N005491
beads 84 020,N005491
72 296 each,N005491
2025 11 11,N005491
lakshmikanth sengupta state,N005491
bitumen 48 556,N005491
21 457 mt,N005491
telephone 01469 500714,N005491
inr 3 057,N005491
55 684 of,N005491
86 618 mt,N005491
203 and 75,N005491
66 428 cum,N005491
driver 23 012,N005491
chainage 3 445,N005491
sengupta hardoi state,N005491
and 75 600,N005491
976 cr earnest,N005491
75 600 of,N005491
2 568 and,N005491
557 and 80,N005491
3 445 and,N005491
41 793 bid,N005499
09783 954283 electronic,N005499
ref 2024 48109,N005499
38 588 and,N005499
2024 48109 procuring,N005499
chainage 31 652,N005499
2024 48109 name,N005499
pit 90 012,N005499
058 and 51,N005499
48109 procuring entity,N005499
7 021 and,N005499
97 41 793,N005499
23 272 and,N005499
40 827 each,N005499
notice mar 31,N005499
chainage 38 588,N005499
18 224 experience,N005499
chainage 7 021,N005499
72 18 224,N005499
14 72 18,N005499
313 and 78,N005499
954283 electronic mail,N005499
foundation 71 028,N005499
driver 40 827,N005499
48109 name of,N005499
deoria ref 2024,N005499
and 55 237,N005499
telephone 09783 954283,N005499
chainage 23 272,N005499
021 and 68,N005499
deoria telephone 09783,N005499
31 652 and,N005499
272 and 62,N005499
55 237 of,N005499
91 260 each,N005499
2 97 41,N005499
trenching 38 396,N005499
transformer 91 260,N005499
38 396 cum,N005499
at deoria ref,N005499
62 579 of,N005499
and 79 169,N005499
588 and 55,N005499
79 169 of,N005499
mahapatra deoria department,N005499
rs 14 72,N005499
and 62 579,N005499
29 313 and,N005499
224 experience of,N005499
652 and 79,N005499
chainage 29 313,N005499
71 028 cum,N005499
chainage 35 058,N005499
35 058 and,N005499
ramakrishna mahapatra department,N005499
engineer ramakrishna mahapatra,N005499
7 76 60,N005499
may 07 2024,N005499
90 012 rmt,N005499
15 53 000,N005499
rs 4 844,N005499
51 896 of,N005499
and 51 896,N005499
4 844 per,N005499
2024 25 020992,N005507
25 020992 procuring,N005507
020992 procuring entity,N005507
inr 32 480,N005507
650 cr cost,N005507
inr 68 510,N005507
68 510 cr,N005507
22 709 cr,N005507
32 480 cr,N005507
inr 22 709,N005507
10 13 last,N005507
tender inr 32,N005507
709 cr bid,N005507
510 cr experience,N005507
480 cr earnest,N005507
chainage 9 647,N005507
376 and 87,N005507
and 68 583,N005507
1 140 sqm,N005507
and 65 505,N005507
07893 400553 electronic,N005507
finisher 1 140,N005507
bitumen 67 737,N005507
chainage 7 690,N005507
spoil 69 112,N005507
67 737 cum,N005507
telephone 07893 400553,N005507
75 465 quintal,N005507
33 376 and,N005507
foundation 83 846,N005507
chainage 21 248,N005507
thick 75 465,N005507
60 898 of,N005507
mail rangarajan barmer,N005507
59 384 of,N005507
15 719 rmt,N005507
86 418 of,N005507
chainage 33 376,N005507
rangarajan barmer jal,N005507
25 500 rmt,N005507
65 505 of,N005507
69 112 sqm,N005507
barmer telephone 07893,N005507
96 854 sqm,N005507
68 583 of,N005507
87 701 of,N005507
and 86 418,N005507
and 59 384,N005507
78 021 of,N005507
7 690 and,N005507
9 647 and,N005507
and 60 898,N005507
at barmer state,N005507
years inr 68,N005507
690 and 60,N005507
21 248 and,N005507
and 87 701,N005507
and 78 021,N005507
jointing 96 854,N005507
structures 25 500,N005507
400553 electronic mail,N005507
7 343 and,N005507
material 15 719,N005507
chainage 7 343,N005507
staging 81 214,N005515
than rs 1735,N005515
91 015 mt,N005515
18 819 mt,N005515
27 374 and,N005515
chainage 28 608,N005515
krishnamurthy junagadh zilla,N005515
and 77 422,N005515
the betwa npas,N005515
mm 18 819,N005515
77 422 of,N005515
2024 0009975 procuring,N005515
class 87 091,N005515
329 and 75,N005515
50 802 cum,N005515
29 329 and,N005515
87 941 of,N005515
pit 91 015,N005515
chainage 27 374,N005515
2024 0009975 government,N005515
55 191 of,N005515
29 452 rmt,N005515
374 and 55,N005515
96 766 litre,N005515
96 727 litre,N005515
bitumen 63 792,N005515
rs 4016 54,N005515
junagadh telephone 04689,N005515
8 593 quintal,N005515
and 55 191,N005515
windows 6 350,N005515
wiring 6 155,N005515
and 58 086,N005515
6 350 cum,N005515
panel 96 766,N005515
1 824 mt,N005515
1786 8 593,N005515
transformer 96 727,N005515
chainage 15 546,N005515
betwa npas 2024,N005515
59 276 sqm,N005515
driver 29 452,N005515
telephone 04689 669650,N005515
1735 85 lakh,N005515
15 546 and,N005515
28 608 and,N005515
04689 669650 electronic,N005515
chainage 29 329,N005515
4016 54 lakh,N005515
rs 1735 85,N005515
0009975 procuring entity,N005515
087 and 55,N005515
thick 59 276,N005515
npas 2024 0009975,N005515
63 792 each,N005515
0009975 government of,N005515
87 091 quintal,N005515
beads 1 824,N005515
and 87 941,N005515
669650 electronic mail,N005515
58 086 of,N005515
section 50 802,N005515
81 214 mt,N005515
546 and 87,N005515
stat 2024 89357,N005523
89357 procuring entity,N005523
2024 89357 procuring,N005523
79 19 753,N005523
2 79 19,N005523
7 53 000,N005523
8 83 24,N005523
24 168 experience,N005523
3 76 60,N005523
753 bid validity,N005523
83 24 168,N005523
19 753 bid,N005523
168 experience of,N005523
27 947 sqm,N005523
93 835 cum,N005523
55 039 of,N005523
809131 electronic mail,N005523
thick 93 835,N005523
93 805 quintal,N005523
67 387 quintal,N005523
engineer ramakrishna sahasrabuddhe,N005523
5 376 cum,N005523
finisher 75 558,N005523
68 935 litre,N005523
04000 809131 electronic,N005523
jointing 5 376,N005523
medak telephone 04000,N005523
transformer 27 947,N005523
and 55 039,N005523
spoil 93 805,N005523
telephone 04000 809131,N005523
ramakrishna sahasrabuddhe state,N005523
sahasrabuddhe medak state,N005523
foundation 68 935,N005523
965 and 43,N005523
section 67 387,N005523
75 558 litre,N005523
chainage 26 897,N005523
26 897 and,N005523
chainage 10 965,N005523
10 965 and,N005523
897 and 55,N005523
402 per cum,N005523
mail sahasrabuddhe medak,N005523
rs 7 53,N005523
rs 8 83,N005523
than rs 1921,N005531
rs 1921 50,N005531
rs 3630 00,N005531
3630 00 lakh,N005531
6156 25 procuring,N005531
tender rs 3630,N005531
block depa 6156,N005531
number depa 6156,N005531
6156 25 name,N005531
7325 87 lakh,N005531
years rs 7325,N005531
03 apr 24,N005531
conditions the unders,N005531
rs 7325 87,N005531
1921 50 lakh,N005531
depa 6156 25,N005531
72 60 lakh,N005531
churu block depa,N005531
02 apr 24,N005531
chainage 2 843,N005531
spoil 70 796,N005531
foundation 17 889,N005531
67 458 quintal,N005531
70 796 each,N005531
32 883 litre,N005531
hegde churu department,N005531
windows 16 410,N005531
structures 90 099,N005531
17 889 rmt,N005531
77 248 sqm,N005531
churu telephone 09586,N005531
67 986 of,N005531
61 818 of,N005531
2 843 and,N005531
mail hegde churu,N005531
and 67 986,N005531
trenching 11 074,N005531
and 61 818,N005531
1 380 rmt,N005531
2 369 each,N005531
driver 73 212,N005531
section 77 248,N005531
class 67 458,N005531
16 410 each,N005531
90 099 each,N005531
367165 electronic mail,N005531
bitumen 40 129,N005531
mm 33 110,N005531
83 229 quintal,N005531
transformer 32 883,N005531
chainage 25 883,N005531
25 883 and,N005531
and 57 861,N005531
1786 1 380,N005531
33 110 cum,N005531
panel 2 369,N005531
05 mar 24,N005531
09586 367165 electronic,N005531
843 and 43,N005531
73 212 cum,N005531
57 861 of,N005531
11 074 quintal,N005531
wiring 83 229,N005531
telephone 09586 367165,N005531
2025 00450 procuring,N005539
53 182 experience,N005539
05 408 bid,N005539
00450 procuring entity,N005539
ref 2025 00450,N005539
408 bid validity,N005539
2 48 53,N005539
48 05 408,N005539
48 53 182,N005539
2 09 000,N005539
53 625 of,N005539
chainage 33 767,N005539
sathyanarayana howrah zilla,N005539
1 04 50,N005539
and 53 625,N005539
telephone 05608 301025,N005539
devendra sathyanarayana zilla,N005539
howrah telephone 05608,N005539
81 934 sqm,N005539
foundation 81 934,N005539
jointing 27 352,N005539
bitumen 9 772,N005539
27 218 and,N005539
532 and 53,N005539
68 607 of,N005539
9 772 rmt,N005539
33 767 and,N005539
956 and 49,N005539
and 68 607,N005539
chainage 27 218,N005539
mail sathyanarayana howrah,N005539
05608 301025 electronic,N005539
chainage 26 452,N005539
26 452 and,N005539
staging 46 052,N005539
27 352 quintal,N005539
46 052 sqm,N005539
767 and 62,N005539
301025 electronic mail,N005539
chainage 33 956,N005539
62 613 of,N005539
49 758 of,N005539
19 532 and,N005539
chainage 19 532,N005539
and 49 758,N005539
182 experience of,N005539
33 956 and,N005539
and 62 613,N005539
452 and 68,N005539
aug 21 2025,N005539
aug 22 2025,N005539
engineer devendra sathyanarayana,N005539
bids aug 21,N005539
notice aug 03,N005539
04 50 000,N005539
218 and 84,N005539
dispensary at howrah,N005539
bids aug 22,N005539
aug 03 2025,N005539
rs 48 05,N005539
and 84 860,N005539
2 022 per,N005539
rs 2 022,N005539
84 860 of,N005539
2025 28377 procuring,N005547
rura 2025 28377,N005547
28377 procuring entity,N005547
71 469 experience,N005547
22 081 bid,N005547
14 00 71,N005547
26 51 22,N005547
00 71 469,N005547
51 22 081,N005547
14 839 and,N005547
chainage 23 908,N005547
telephone 02434 879156,N005547
54 032 of,N005547
rajeshwari bhardwaj rural,N005547
51 762 each,N005547
7 526 and,N005547
wiring 20 447,N005547
42 263 cum,N005547
908 and 69,N005547
1786 32 374,N005547
20 447 rmt,N005547
karur telephone 02434,N005547
bhardwaj karur rural,N005547
and 69 049,N005547
material 51 762,N005547
879156 electronic mail,N005547
and 54 032,N005547
chainage 14 839,N005547
526 and 50,N005547
69 049 of,N005547
23 908 and,N005547
839 and 54,N005547
windows 42 263,N005547
02434 879156 electronic,N005547
driver 93 611,N005547
93 611 litre,N005547
chainage 7 526,N005547
32 374 sqm,N005547
engineer rajeshwari bhardwaj,N005547
37 553 and,N005547
rs 88 12,N005547
49 344 of,N005547
566 and 49,N005547
1 76 25,N005547
chainage 37 553,N005547
and 49 995,N005547
and 49 344,N005547
553 and 68,N005547
49 995 of,N005547
88 12 50,N005547
and 68 846,N005547
76 25 000,N005547
68 846 of,N005547
439 and 41,N005547
41 377 of,N005547
rs 26 51,N005547
chainage 29 439,N005547
67 982 of,N005547
29 439 and,N005547
and 67 982,N005547
469 experience of,N005547
1 14 00,N005547
chainage 33 566,N005547
19 234 and,N005547
158 57 lakh,N005555
rs 158 57,N005555
erode city government,N005555
npas 2024 0066063,N005555
361 48 lakh,N005555
years rs 361,N005555
rs 361 48,N005555
